Data,Ano_x,Mês_x,Dia_x,Hora_x,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Ano_y,Mês_y,Dia_y,Hora_y,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
2021-10-01 23:00:00,2021,10,1,23,0.331,0.0,0.0,None,2021,10,1,23,18.68,17.23,18.68,1020,91,1.11,0.0,100,overcast clouds
2021-10-02 00:00:00,2021,10,2,0,0.328,0.0,0.0,None,2021,10,2,0,18.72,17.23,18.48,1020,92,1.55,0.0,100,overcast clouds
2021-10-02 01:00:00,2021,10,2,1,0.526,0.0,0.0,None,2021,10,2,1,18.72,17.23,18.48,1020,92,1.92,0.0,100,overcast clouds
2021-10-02 02:00:00,2021,10,2,2,0.328,0.0,0.0,None,2021,10,2,2,18.75,17.23,18.48,1019,93,2.33,0.0,100,overcast clouds
2021-10-02 03:00:00,2021,10,2,3,0.262,0.0,0.0,None,2021,10,2,3,18.17,17.23,18.12,1018,93,2.32,0.0,100,overcast clouds
2021-10-02 04:00:00,2021,10,2,4,0.256,0.0,0.0,None,2021,10,2,4,18.14,16.72,18.12,1018,93,2.32,0.0,100,overcast clouds
2021-10-02 05:00:00,2021,10,2,5,0.256,0.0,0.0,None,2021,10,2,5,17.83,16.68,18.12,1017,93,2.95,0.0,100,overcast clouds
2021-10-02 06:00:00,2021,10,2,6,0.287,0.0,0.0,None,2021,10,2,6,17.55,16.68,17.57,1017,93,3.2,0.0,100,overcast clouds
2021-10-02 07:00:00,2021,10,2,7,0.377,0.0,0.0,None,2021,10,2,7,17.52,16.12,17.57,1017,93,3.55,0.0,100,overcast clouds
2021-10-02 08:00:00,2021,10,2,8,0.215,0.0,0.064,None,2021,10,2,8,17.58,16.12,18.12,1017,93,3.78,0.0,100,overcast clouds
2021-10-02 09:00:00,2021,10,2,9,0.087,0.0,0.167,Low,2021,10,2,9,18.77,17.23,18.72,1017,93,3.57,0.0,100,overcast clouds
2021-10-02 10:00:00,2021,10,2,10,0.052,0.0,0.201,Low,2021,10,2,10,19.84,18.12,19.59,1016,88,4.74,0.0,96,overcast clouds
2021-10-02 11:00:00,2021,10,2,11,0.099,0.0,0.27,Medium,2021,10,2,11,20.83,18.72,21.45,1016,83,5.41,0.0,99,overcast clouds
2021-10-02 12:00:00,2021,10,2,12,0.265,0.0,0.29,Low,2021,10,2,12,20.38,17.72,20.9,1015,88,5.52,1.0,100,light rain
2021-10-02 13:00:00,2021,10,2,13,0.741,0.0,0.214,None,2021,10,2,13,19.34,17.72,20.34,1015,92,6.18,0.0,100,overcast clouds
2021-10-02 14:00:00,2021,10,2,14,0.202,0.0,0.261,Low,2021,10,2,14,19.42,17.89,20.34,1014,93,6.23,0.0,100,overcast clouds
2021-10-02 15:00:00,2021,10,2,15,0.735,0.0,0.244,Low,2021,10,2,15,19.42,18.44,19.79,1013,93,6.55,1.0,100,light rain
2021-10-02 16:00:00,2021,10,2,16,0.936,0.0,0.144,None,2021,10,2,16,19.38,18.44,19.23,1012,92,6.72,1.0,100,light rain
2021-10-02 17:00:00,2021,10,2,17,0.418,0.0,0.056,None,2021,10,2,17,19.32,17.72,19.54,1011,91,6.66,1.0,100,light rain
2021-10-02 18:00:00,2021,10,2,18,0.388,0.0,0.016,None,2021,10,2,18,19.29,17.72,19.04,1011,91,6.68,0.0,100,overcast clouds
2021-10-02 19:00:00,2021,10,2,19,0.52,0.0,0.0,None,2021,10,2,19,18.73,17.72,18.48,1011,92,6.86,1.0,100,light rain
2021-10-02 20:00:00,2021,10,2,20,0.477,0.0,0.0,None,2021,10,2,20,18.75,17.72,18.48,1010,93,7.14,1.0,100,light rain
2021-10-02 21:00:00,2021,10,2,21,0.55,0.0,0.0,None,2021,10,2,21,18.75,17.72,18.68,1010,93,7.37,2.0,100,moderate rain
2021-10-02 22:00:00,2021,10,2,22,0.32,0.0,0.0,None,2021,10,2,22,18.75,17.72,18.68,1009,93,7.54,3.0,100,moderate rain
2021-10-02 23:00:00,2021,10,2,23,0.352,0.0,0.0,None,2021,10,2,23,18.72,17.32,18.68,1008,93,8.4,3.0,100,moderate rain
2021-10-03 00:00:00,2021,10,3,0,0.472,0.0,0.0,None,2021,10,3,0,18.78,17.72,18.48,1007,93,7.86,4.0,100,moderate rain
2021-10-03 01:00:00,2021,10,3,1,0.429,0.0,0.0,None,2021,10,3,1,17.5,15.57,17.88,1007,93,5.26,7.0,100,heavy intensity rain
2021-10-03 02:00:00,2021,10,3,2,0.281,0.0,0.0,None,2021,10,3,2,16.88,15.57,17.01,1008,93,4.84,5.0,100,heavy intensity rain
2021-10-03 03:00:00,2021,10,3,3,0.337,0.0,0.0,None,2021,10,3,3,16.72,13.72,16.82,1009,93,3.45,2.0,97,moderate rain
2021-10-03 04:00:00,2021,10,3,4,0.277,0.0,0.0,None,2021,10,3,4,13.31,12.79,13.72,1009,93,3.39,1.0,72,light rain
2021-10-03 05:00:00,2021,10,3,5,0.263,0.0,0.0,None,2021,10,3,5,13.29,12.23,13.72,1010,93,3.76,0.0,51,broken clouds
2021-10-03 06:00:00,2021,10,3,6,0.259,0.0,0.0,None,2021,10,3,6,12.68,12.01,12.93,1011,93,3.3,0.0,39,scattered clouds
2021-10-03 07:00:00,2021,10,3,7,0.259,0.0,0.002,None,2021,10,3,7,12.08,11.72,12.89,1012,93,2.47,0.0,40,scattered clouds
2021-10-03 08:00:00,2021,10,3,8,0.047,0.0,0.221,Medium,2021,10,3,8,12.81,12.79,14.54,1013,93,2.26,0.0,32,scattered clouds
2021-10-03 09:00:00,2021,10,3,9,0.015,0.0,0.299,High,2021,10,3,9,14.44,13.9,15.72,1014,87,3.25,0.0,23,few clouds
2021-10-03 10:00:00,2021,10,3,10,0.053,0.0,0.402,High,2021,10,3,10,15.85,15.9,17.33,1016,72,2.31,0.0,45,scattered clouds
2021-10-03 11:00:00,2021,10,3,11,0.236,0.0,0.502,High,2021,10,3,11,16.45,16.45,17.89,1016,70,3.08,0.0,46,scattered clouds
2021-10-03 12:00:00,2021,10,3,12,0.958,0.0,0.621,Medium,2021,10,3,12,17.33,15.9,19.0,1017,61,3.73,0.0,33,scattered clouds
2021-10-03 13:00:00,2021,10,3,13,0.57,0.0,0.417,Medium,2021,10,3,13,16.38,16.82,19.0,1017,67,3.61,0.0,28,scattered clouds
2021-10-03 14:00:00,2021,10,3,14,0.384,0.0,0.21,Medium,2021,10,3,14,18.21,17.57,20.1,1017,65,4.55,0.0,29,scattered clouds
2021-10-03 15:00:00,2021,10,3,15,0.205,0.0,0.278,Medium,2021,10,3,15,17.57,16.72,19.54,1018,69,4.75,0.0,36,scattered clouds
2021-10-03 16:00:00,2021,10,3,16,0.163,0.0,0.173,Medium,2021,10,3,16,17.46,17.72,18.12,1019,65,3.84,0.0,18,few clouds
2021-10-03 17:00:00,2021,10,3,17,0.329,0.0,0.194,None,2021,10,3,17,16.36,16.72,17.79,1019,69,2.93,0.0,0,sky is clear
2021-10-03 18:00:00,2021,10,3,18,0.358,0.0,0.034,None,2021,10,3,18,15.27,15.34,16.22,1020,74,1.77,0.0,7,sky is clear
2021-10-03 19:00:00,2021,10,3,19,0.472,0.0,0.0,None,2021,10,3,19,14.13,13.12,16.21,1021,77,2.25,0.0,100,overcast clouds
2021-10-03 20:00:00,2021,10,3,20,0.516,0.0,0.0,None,2021,10,3,20,13.55,12.01,15.66,1021,79,1.69,0.0,100,overcast clouds
2021-10-03 21:00:00,2021,10,3,21,0.489,0.0,0.0,None,2021,10,3,21,13.0,10.9,15.1,1021,82,0.91,0.0,100,overcast clouds
2021-10-03 22:00:00,2021,10,3,22,0.573,0.0,0.0,None,2021,10,3,22,12.46,10.34,14.55,1022,84,1.41,0.0,100,overcast clouds
2021-10-03 23:00:00,2021,10,3,23,0.591,0.0,0.0,None,2021,10,3,23,12.5,12.72,14.0,1022,85,0.35,0.0,100,overcast clouds
2021-10-04 00:00:00,2021,10,4,0,0.548,0.0,0.0,None,2021,10,4,0,11.93,11.72,13.43,1022,87,0.56,0.0,100,overcast clouds
2021-10-04 01:00:00,2021,10,4,1,0.527,0.0,0.0,None,2021,10,4,1,12.51,12.23,12.93,1022,86,0.62,0.0,86,overcast clouds
2021-10-04 02:00:00,2021,10,4,2,0.334,0.0,0.0,None,2021,10,4,2,12.54,11.68,12.93,1022,87,0.72,0.0,100,overcast clouds
2021-10-04 03:00:00,2021,10,4,3,0.34,0.0,0.0,None,2021,10,4,3,12.55,10.34,13.72,1022,87,0.77,0.0,95,overcast clouds
2021-10-04 04:00:00,2021,10,4,4,0.333,0.0,0.0,None,2021,10,4,4,12.54,12.23,13.72,1022,86,0.71,0.0,81,broken clouds
2021-10-04 05:00:00,2021,10,4,5,0.337,0.0,0.0,None,2021,10,4,5,12.58,10.34,13.72,1022,88,0.59,0.0,94,overcast clouds
2021-10-04 06:00:00,2021,10,4,6,0.319,0.0,0.0,None,2021,10,4,6,12.59,11.68,12.93,1022,89,0.93,0.0,97,overcast clouds
2021-10-04 07:00:00,2021,10,4,7,0.33,0.0,0.002,None,2021,10,4,7,12.51,10.9,12.93,1023,88,1.16,0.0,78,broken clouds
2021-10-04 08:00:00,2021,10,4,8,0.447,0.0,0.048,None,2021,10,4,8,13.16,12.79,13.72,1023,87,1.54,0.0,70,broken clouds
2021-10-04 09:00:00,2021,10,4,9,0.372,0.0,0.129,None,2021,10,4,9,13.84,13.34,14.54,1023,90,2.07,0.0,69,broken clouds
2021-10-04 10:00:00,2021,10,4,10,0.024,0.0,0.337,Medium,2021,10,4,10,15.13,14.79,15.72,1023,80,2.08,0.0,96,overcast clouds
2021-10-04 11:00:00,2021,10,4,11,0.013,0.0,0.298,Medium,2021,10,4,11,17.46,16.12,17.88,1022,77,2.52,0.0,89,overcast clouds
2021-10-04 12:00:00,2021,10,4,12,0.001,0.0,0.311,Medium,2021,10,4,12,17.33,16.72,19.55,1023,81,3.09,0.0,99,overcast clouds
2021-10-04 13:00:00,2021,10,4,13,0.182,0.0,0.237,None,2021,10,4,13,17.46,17.01,20.66,1023,82,3.3,0.0,99,overcast clouds
2021-10-04 14:00:00,2021,10,4,14,0.029,0.0,0.484,Medium,2021,10,4,14,19.85,17.01,20.66,1022,72,3.33,0.0,71,broken clouds
2021-10-04 15:00:00,2021,10,4,15,0.084,0.0,0.424,Medium,2021,10,4,15,18.01,17.57,20.66,1022,80,3.06,0.0,57,broken clouds
2021-10-04 16:00:00,2021,10,4,16,0.052,0.0,0.403,Medium,2021,10,4,16,17.84,17.57,19.0,1022,77,3.39,0.0,41,scattered clouds
2021-10-04 17:00:00,2021,10,4,17,0.25,0.0,0.237,Medium,2021,10,4,17,18.21,17.01,18.48,1022,72,3.12,0.0,69,broken clouds
2021-10-04 18:00:00,2021,10,4,18,0.364,0.0,0.039,None,2021,10,4,18,16.64,16.12,16.82,1022,80,2.29,0.0,93,overcast clouds
2021-10-04 19:00:00,2021,10,4,19,0.638,0.0,0.0,None,2021,10,4,19,16.14,15.9,16.78,1022,83,2.09,1.0,100,light rain
2021-10-04 20:00:00,2021,10,4,20,0.664,0.0,0.0,None,2021,10,4,20,15.64,15.34,16.78,1022,85,2.21,0.0,99,overcast clouds
2021-10-04 21:00:00,2021,10,4,21,0.699,0.0,0.0,None,2021,10,4,21,15.69,14.79,16.77,1023,87,2.61,0.0,100,overcast clouds
2021-10-04 22:00:00,2021,10,4,22,0.734,0.0,0.0,None,2021,10,4,22,15.16,14.79,16.21,1023,91,1.97,0.0,99,overcast clouds
2021-10-04 23:00:00,2021,10,4,23,0.5,0.0,0.0,None,2021,10,4,23,15.17,14.45,15.72,1022,92,2.66,0.0,100,overcast clouds
2021-10-05 00:00:00,2021,10,5,0,0.546,0.0,0.0,None,2021,10,5,0,15.12,14.45,15.72,1022,92,3.17,0.0,100,overcast clouds
2021-10-05 01:00:00,2021,10,5,1,0.492,0.0,0.0,None,2021,10,5,1,14.59,14.45,15.72,1021,93,3.35,1.0,100,light rain
2021-10-05 02:00:00,2021,10,5,2,0.32,0.0,0.0,None,2021,10,5,2,15.15,14.45,15.72,1021,93,3.29,1.0,100,light rain
2021-10-05 03:00:00,2021,10,5,3,0.319,0.0,0.0,None,2021,10,5,3,15.18,15.01,15.72,1020,93,2.93,1.0,100,light rain
2021-10-05 04:00:00,2021,10,5,4,0.317,0.0,0.0,None,2021,10,5,4,15.18,15.1,15.72,1020,93,2.4,1.0,100,light rain
2021-10-05 05:00:00,2021,10,5,5,0.316,0.0,0.0,None,2021,10,5,5,15.75,15.57,15.72,1020,93,1.87,1.0,100,light rain
2021-10-05 06:00:00,2021,10,5,6,0.31,0.0,0.0,None,2021,10,5,6,15.76,15.66,16.22,1020,93,1.53,0.0,100,overcast clouds
2021-10-05 07:00:00,2021,10,5,7,0.312,0.0,0.001,None,2021,10,5,7,16.38,15.66,16.78,1021,93,1.43,0.0,100,overcast clouds
2021-10-05 08:00:00,2021,10,5,8,0.255,0.0,0.067,None,2021,10,5,8,17.02,16.21,17.72,1022,93,1.81,0.0,100,overcast clouds
2021-10-05 09:00:00,2021,10,5,9,0.151,0.0,0.188,Low,2021,10,5,9,17.59,16.77,18.12,1022,93,2.59,0.0,100,overcast clouds
2021-10-05 10:00:00,2021,10,5,10,0.271,0.0,0.216,None,2021,10,5,10,18.18,17.23,18.68,1023,93,3.38,0.0,100,overcast clouds
2021-10-05 11:00:00,2021,10,5,11,0.188,0.0,0.281,Low,2021,10,5,11,18.81,17.89,19.23,1023,93,3.09,0.0,97,overcast clouds
2021-10-05 12:00:00,2021,10,5,12,0.007,0.0,0.467,High,2021,10,5,12,18.92,18.34,20.34,1023,93,3.17,0.0,97,overcast clouds
2021-10-05 13:00:00,2021,10,5,13,0.228,0.0,0.588,High,2021,10,5,13,20.58,18.44,21.21,1023,89,3.5,0.0,100,overcast clouds
2021-10-05 14:00:00,2021,10,5,14,0.2,0.0,0.406,Medium,2021,10,5,14,20.98,20.67,21.21,1023,82,3.64,0.0,98,overcast clouds
2021-10-05 15:00:00,2021,10,5,15,0.065,0.0,0.424,High,2021,10,5,15,21.93,19.72,21.82,1023,76,3.36,0.0,97,overcast clouds
2021-10-05 16:00:00,2021,10,5,16,0.458,0.0,0.181,Low,2021,10,5,16,20.87,19.72,21.21,1023,80,2.89,0.0,83,broken clouds
2021-10-05 17:00:00,2021,10,5,17,0.339,0.0,0.202,None,2021,10,5,17,20.83,18.72,20.7,1023,81,2.52,0.0,43,scattered clouds
2021-10-05 18:00:00,2021,10,5,18,0.444,0.0,0.041,None,2021,10,5,18,19.88,17.72,20.15,1023,81,1.78,0.0,19,few clouds
2021-10-05 19:00:00,2021,10,5,19,0.547,0.0,0.0,None,2021,10,5,19,19.03,16.72,19.04,1024,84,1.76,0.0,21,few clouds
2021-10-05 20:00:00,2021,10,5,20,0.969,0.0,0.0,None,2021,10,5,20,17.95,15.72,17.93,1024,89,1.51,0.0,13,few clouds
2021-10-05 21:00:00,2021,10,5,21,1.157,0.0,0.0,None,2021,10,5,21,16.89,15.57,16.82,1024,90,1.42,0.0,5,sky is clear
2021-10-05 22:00:00,2021,10,5,22,0.966,0.0,0.0,None,2021,10,5,22,16.76,14.72,16.82,1025,90,1.16,0.0,22,few clouds
2021-10-05 23:00:00,2021,10,5,23,0.918,0.0,0.0,None,2021,10,5,23,15.67,14.72,15.7,1025,92,1.19,0.0,38,scattered clouds
2021-10-06 00:00:00,2021,10,6,0,0.935,0.0,0.0,None,2021,10,6,0,15.61,13.72,15.7,1025,92,1.36,0.0,87,overcast clouds
2021-10-06 01:00:00,2021,10,6,1,0.698,0.0,0.0,None,2021,10,6,1,15.72,14.23,15.7,1025,93,1.49,0.0,84,broken clouds
2021-10-06 02:00:00,2021,10,6,2,0.541,0.0,0.0,None,2021,10,6,2,15.13,14.23,15.67,1024,93,1.38,0.0,86,overcast clouds
2021-10-06 03:00:00,2021,10,6,3,0.41,0.0,0.0,None,2021,10,6,3,14.97,12.72,15.15,1024,93,1.78,0.0,79,broken clouds
2021-10-06 04:00:00,2021,10,6,4,0.401,0.0,0.0,None,2021,10,6,4,14.99,12.79,15.15,1024,93,1.69,0.0,35,scattered clouds
2021-10-06 05:00:00,2021,10,6,5,0.409,0.0,0.0,None,2021,10,6,5,15.37,12.72,15.7,1024,88,1.74,0.0,30,scattered clouds
